MAPA ->,Mapa - por partido y fuente de origen de datos,,,,,,,275,0,286,92,444,226,202,,,,
694,,Ubicación,,,,,,Categoría de uso y dominio,,,,,,,,,,
Propiedad_ID,Descripción,Dirección oficial,Ubicación,Localidad,Lat,Long,Direcciones secundarias,En Índice GCBA,En Índice PBA,En Templos,En alquileres,En Destinos,En Relev,En entes,Fuentes disponibles,Categoría de uso,Universo dominial,Estado validación
PROP_0523,Colegio Parroquial San Cayetano de Belgrano.,Vidal 1743,Ver en mapa,CABA,-34.56752,-58.457433,Vidal 1741,✅,,,,✅,,,"Índice GCBA, Destinos",Escuela,U1-U3/Sin relevar,
PROP_0524,Propiedad perteneciente a la Parroquia San Juan María Vianney,Zamudio 3043,Ver en mapa,CABA,-34.599112,-58.483359,,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0525,Propiedad dependiente de la Parroquia Nuestra Señora de Itati,"Acuña De Figueroa, Francisco 226",Ver en mapa,CABA,-34.608169,-58.423051,,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0526,Propiedad dependiente de la Parroquia San José del Talar,Navarro 2475,Ver en mapa,CABA,-34.59117,-58.490044,,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0527,Propiedad dependiente del Arzobispado,Malvinas Argentinas 416,Ver en mapa,CABA,-34.629391,-58.449736,,✅,,,,✅,,,"Índice GCBA, Destinos",Instituciones diocesanas propias,U1-U3/Sin relevar,
PROP_0528,Escuela de la Parroquia San Bartolomé,Metan 3648,Ver en mapa,CABA,-34.635938,-58.415548,,✅,,,,✅,,,"Índice GCBA, Destinos","Parroquia y anexos, Escuela",U1-U3/Sin relevar,
PROP_0529,INSTITUTO SAN RAFAEL,Simbron 5270,Ver en mapa,CABA,-34.615995,-58.52149,Simbron 5275 | Simbron 5251 | Simbron 5271,✅,,,,✅,,✅,"Índice GCBA, Destinos, Entes dependientes",Escuela,U1-U3/Sin relevar,
PROP_0530,INSTITUTO JUAN SANTOS GAYNOR,Estomba 1830,Ver en mapa,CABA,-34.573079,-58.469524,Estomba 1840,✅,,,,✅,,✅,"Índice GCBA, Destinos, Entes dependientes",Escuela,U1-U3/Sin relevar,
PROP_0531,Colegio de la Parroquia Nuestra Señora de la Misericordia de Mataderos,Larraya 2862,Ver en mapa,CABA,-34.664817,-58.484474,Larraya 2864 | Larraya 2866 | Larraya 2868,,,,,✅,,,Destinos,Escuela,Sin relevar,
PROP_0532,INSTITUTO LA PIEDAD,Parana 56,Ver en mapa,CABA,-34.608094,-58.38775,,,,,,✅,✅,✅,"Relevamiento, Destinos, Entes dependientes",Escuela,U5,
PROP_0533,INSTITUTO PARROQUIAL INMACULADA CONCEPCION A 183,"Calvo, Carlos 1186",Ver en mapa,CABA,-34.6198,-58.382676,,,,,,✅,✅,✅,"Relevamiento, Destinos, Entes dependientes","Escuela, Instituciones diocesanas propias",U5,
PROP_0534,Colegio Parroquial de San Miguel,"Peron, Juan Domingo, Tte. Gral. 1269",Ver en mapa,CABA,-34.606286,-58.384614,,,,,,✅,,,Destinos,Escuela,Sin relevar,
PROP_0535,ESCUELA MONSENOR SABELLI,"Martinez, Victor 50",Ver en mapa,CABA,-34.62328,-58.445239,"Martinez, Victor 62",,,,,✅,✅,✅,"Relevamiento, Destinos, Entes dependientes",Escuela,U5,
PROP_0536,Colegio Santo Tomás de Aquino,"Peron, Juan Domingo, Tte. Gral. 1862",Ver en mapa,CABA,-34.606913,-58.393053,"Peron, Juan Domingo, Tte. Gral. 1868 | Peron, Juan Domingo, Tte. Gral. 1872",,,,,✅,✅,,"Relevamiento, Destinos",Escuela,U6,
PROP_0537,Propiedad dependiente de arzobispado,Lafuente Av. y Balbastro,Ver en mapa,CABA,-34.648841,-58.456177,,,,,,✅,,,Destinos,"Instituciones diocesanas propias, Comodato GCBA",Sin relevar,
PROP_0538,Propiedad dependiente de la Congregación de la Compañía del Divino Maestro,Rodriguez Peña 1040,Ver en mapa,CABA,-34.596755,-58.391909,Rodriguez Peña 1034 | Rodriguez Peña 1054 | Rodriguez Peña 1060 | Rodriguez Peña 1080 | Rodriguez Peña 1072 | Rodriguez Peña 1078,,,,,✅,✅,,"Relevamiento, Destinos",Cedidos a terceros,U5,
PROP_0539,Propiedad dependiente de la Parroquia Cristo Obrero y San Blas (Soldati),Acosta Mariano S/N,Ver en mapa,CABA,,,,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0540,Congregación de Las Misioneras de la Sagrada Familia,Cardoso 220,Ver en mapa,CABA,-34.633878,-58.492749,Cardoso 222,,,,,✅,,,Destinos,Cedidos a terceros,Sin relevar,
PROP_0541,Congregación Hermanas Dominicas. ,Lautaro 802,Ver en mapa,CABA,-34.635934,-58.453499,,,,,,✅,,,Destinos,"Cedidos a terceros, a definir",Sin relevar,
PROP_0542,Congregación Hijas de San José,Avellaneda Av. 2344,Ver en mapa,CABA,-34.624024,-58.463866,Avellaneda Av. 2350,,,,,✅,✅,,"Relevamiento, Destinos",Cedidos a terceros,U9,
PROP_0543,Propiedad dependiente de la Parroquia Inmaculada Concepción de Belgrano ,O'Higgins 3,Ver en mapa,CABA,,,,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0544,Propiedad dependiente del Arzobispado,"Salguero, Jeronimo 1858",Ver en mapa,CABA,-34.588517,-58.415072,"Salguero, Jeronimo 1860 | Salguero, Jeronimo 1862",,,,,✅,,,Destinos,Comerciales,Sin relevar,
PROP_0545,Propiedad dependiente de Parroquia San Bernardo,Acevedo (Entre 44 y 62),Ver en mapa,CABA,,,,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0546,No es del Arzobispado,"Victorica, Benjamin, Gral., Av. 2439",Ver en mapa,CABA,-34.580277,-58.479124,"Victorica, Benjamin, Gral., Av. 2441",,,,,✅,,,Destinos,No AZB,Sin relevar,
PROP_0547,Propiedad perteneciente a la Parroquia Mater Misericordia,Moreno 3202,Ver en mapa,CABA,-34.614097,-58.411463,Moreno 3208,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0548,Propiedad Comercial del Arzobispado,"Castro, Emilio 4891",Ver en mapa,CABA,-34.642886,-58.493639,,,,,,✅,,,Destinos,Comerciales,Sin relevar,
PROP_0549,INSTITUTO PARROQUIAL DE LA MERCED DEL ARZOBISPADO DE BUENOS ,Viamonte 318,Ver en mapa,CABA,-34.599629,-58.371721,,,,,,✅,✅,✅,"Relevamiento, Destinos, Entes dependientes",Escuela,U5,
PROP_0550,Averiguar,"Brown, Alte. Av. 638",Ver en mapa,CABA,-34.630555,-58.362851,,,,,,✅,,,Destinos,a definir,Sin relevar,
PROP_0551,INSTITUTO NUESTRA SRA DE MONTSERRAT,Belgrano Av. 1344,Ver en mapa,CABA,-34.613462,-58.385315,,,,,,✅,✅,✅,"Relevamiento, Destinos, Entes dependientes",Escuela,U6,
PROP_0552,INSTITUTO NUESTRA SEÑORA DEL CARMEN,Cullen 5193,Ver en mapa,CABA,-34.573217,-58.488569,,,,,,✅,,✅,"Destinos, Entes dependientes",Escuela,Sin relevar,
PROP_0553,INSTITUTO SAN JOSE DE FLORES,"Bonifacio, Jose 2485",Ver en mapa,CABA,-34.63264,-58.462174,"Bonifacio, Jose 2475",,,,,✅,✅,✅,"Relevamiento, Destinos, Entes dependientes",Escuela,U6,
PROP_0554,Escuela Parroquial Nuestra Señora del Socorro,Suipacha 1241,Ver en mapa,CABA,-34.593254,-58.380031,,,,,,✅,✅,,"Relevamiento, Destinos",Escuela,U5,
PROP_0555,INSTITUTO DULCISIMO NOMBRE DE JESUS,"Larralde, Crisologo Av. 4841",Ver en mapa,CABA,-34.560561,-58.490497,,,,,,✅,,✅,"Destinos, Entes dependientes","Escuela, Parroquia y anexos",Sin relevar,
PROP_0556,Ateneo Félix Marino dependiente del Circulo de Obreros Católicos,Habana 4542,Ver en mapa,CABA,-34.601928,-58.519928,,,,,,✅,✅,,"Relevamiento, Destinos",Cedidos a terceros,U5,
PROP_0557,Club Deportivo Circulo de Obreros Católicos,"Gutierrez, Ricardo 4557",Ver en mapa,CABA,-34.602691,-58.519949,,,,,,✅,,,Destinos,Cedidos a terceros,Sin relevar,
PROP_0558,Fundación Universidad Católica Argentina Santa María de los Buenos Aires. Comodato,Arenales 1877,Ver en mapa,CABA,-34.594703,-58.394299,,,,,,✅,,,Destinos,Cedidos a terceros,Sin relevar,
PROP_0559,Porpiedad dependiente de la Parroquia Santa Adela,Clay 2885,Ver en mapa,CABA,-34.573661,-58.430949,,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0560,Propiedad dependiente de Congregación Hermanas Adoratrices,Parral (Ahora Honorio Pueyrredón,Ver en mapa,CABA,,,,,,,,✅,,,Destinos,Cedidos a terceros,Sin relevar,
PROP_0561,Propiedad dependiente de Congregación Hermanas Adoratrices,Virasoro S/N,Ver en mapa,CABA,,,,,,,,✅,,,Destinos,Cedidos a terceros,Sin relevar,
PROP_0562,Congregación Hermanas de Nuestra Señora del Perpetuo Socorro,Miranda 5774,Ver en mapa,CABA,-34.630003,-58.513692,,,,,,✅,✅,,"Relevamiento, Destinos",Cedidos a terceros,U6,
PROP_0563,Congregación Hermanas de Nuestra Señora del Rosario,"Valle, Aristobulo Del 1979",Ver en mapa,CABA,-34.63665,-58.378525,,,,,,✅,✅,,"Relevamiento, Destinos",Cedidos a terceros,U5,
PROP_0564,Congregación Hermanas de Nuestra Señora del Rosario,386,Ver en mapa,CABA,,,,,,,,✅,,,Destinos,Cedidos a terceros,Sin relevar,
PROP_0565,Congregación Hermanas Nuestra Señora del Rosario,Herrera 583,Ver en mapa,CABA,-34.636335,-58.378316,,,,,,✅,✅,,"Relevamiento, Destinos",Cedidos a terceros,U7,
PROP_0566,Propiedad dependiente del arzobispado,Avellaneda Av. 2655,Ver en mapa,CABA,-34.625229,-58.468204,,,,,,✅,✅,,"Relevamiento, Destinos",Parroquia y anexos,U5,
PROP_0567,Propiedad perteneciente al Arzobispado. Hogar de Cristo,Directorio Av. 2208,Ver en mapa,CABA,-34.632687,-58.457835,,,,,,✅,✅,,"Relevamiento, Destinos",Instituciones diocesanas propias,U5,
PROP_0568, Hogar Sacerdotal del Arzobispado de Buenos Aires,"Aranguren, Juan F., Dr. y Condarco",Ver en mapa,CABA,-34.624328,-58.469392,,,,,,✅,,,Destinos,Instituciones diocesanas propias,Sin relevar,
PROP_0569,Propiedad dependiente del Hogar Sacerdotal ,Estado Plurinacional De Bolivia 550,Ver en mapa,CABA,-34.624391,-58.467884,,,,,,✅,,,Destinos,Instituciones diocesanas propias,Sin relevar,
PROP_0570,Propiedad dependiente del Arzobispado,"Alsina, Adolfo 533",Ver en mapa,CABA,-34.610246,-58.373899,"Alsina, Adolfo 547",,,,,✅,✅,,"Relevamiento, Destinos",Comerciales,U5,
PROP_0571,Propiedad dependiente del Hogar Sacerdotal ,"Roca, Julio A., Presidente Diagonal Sur Av. 542",Ver en mapa,CABA,-34.609727,-58.374057,,,,,,✅,,,Destinos,Comerciales,Sin relevar,
PROP_0572,Iglesia Catòlica Rusa,Guemes 2962,Ver en mapa,CABA,-34.592116,-58.40857,,,,,,✅,✅,,"Relevamiento, Destinos",Cedidos a terceros,U5,
PROP_0573,Propiedad destinada a la Compañía del Divino Maestro,"Alvear, Marcelo T. De 1733",Ver en mapa,CABA,-34.597179,-58.392332,,,,,,✅,✅,,"Relevamiento, Destinos",Cedidos a terceros,U5,
PROP_0574,Propiedad de la Parroquia Santa Lucía y el Colegio Parroquial. Barracas. ,Alegria S/N,Ver en mapa,CABA,,,,,,,,✅,,,Destinos,"Parroquia y anexos, Escuela",Sin relevar,
PROP_0575,Propiedad pertenece a Asociacion Madres de Desamparados y San José de la Montaña,Habana 4192,Ver en mapa,CABA,-34.599157,-58.515436,Habana 4194,,,,,✅,,,Destinos,Cedidos a terceros,Sin relevar,
PROP_0576,Colegio Instituto de enseñanza Misioneros Claretianos,San Blas 1610,Ver en mapa,CABA,-34.603575,-58.465216,San Blas 1640,,,,,✅,✅,,"Relevamiento, Destinos","Cedidos a terceros, Escuela",U6,
PROP_0577,Colegio Instituto de Hermanos Cristianos,Belgrano Av. 1560,Ver en mapa,CABA,-34.613672,-58.388303,,,,,,✅,,,Destinos,Cedidos a terceros,Sin relevar,
PROP_0578,Colegio. Instituto Educativo C.E.A.E.S.,"Acuña De Figueroa, Francisco 1750",Ver en mapa,CABA,-34.59083,-58.420399,,,,,,✅,,,Destinos,"Escuela, Cedidos a terceros",Sin relevar,
PROP_0579,Colegio Instituto Educativo Rosa Anchorena de Ibañez,San Juan Av. 1762,Ver en mapa,CABA,-34.622772,-58.390757,San Juan Av. 1764 | San Juan Av. 1770 | San Juan Av. 1772,,,,,✅,✅,,"Relevamiento, Destinos","Escuela, Instituciones diocesanas propias",U5,
PROP_0580,Propiedad dependiente de la Parroquia San Pedro Apostol,Lascano y Bermudez,Ver en mapa,CABA,-34.619991,-58.508829,,,,,,✅,✅,,"Relevamiento, Destinos",Parroquia y anexos,U5,
PROP_0581,Colegio Instituto Parroquial Madre de Dios,"Alvarez, Crisostomo 4664",Ver en mapa,CABA,-34.662359,-58.475381,,,,,,✅,,,Destinos,Escuela,Sin relevar,
PROP_0582,INSTITUTO SAN ROBERTO,Estado Plurinacional De Bolivia 667,Ver en mapa,CABA,-34.623283,-58.468274,,,,,,✅,✅,✅,"Relevamiento, Destinos, Entes dependientes",Escuela,U6,
PROP_0583,Jardín de Infantes de la Parroquia Santo Cristo,,Ver en mapa,CABA,-34.62983,-58.355694,,,,,,✅,,,Destinos,"Parroquia y anexos, Comodato GCBA",Sin relevar,
PROP_0584,Colegio Regina Virginum de Congregación Adoratrices Argentinas,"Pueyrredon, Honorio, Dr. Av. 1300",Ver en mapa,CABA,-34.605625,-58.447223,,,,,,✅,,,Destinos,"Cedidos a terceros, Escuela",Sin relevar,
PROP_0585,COMISION ARQUIDIOCESANA DE MINORIDAD,Republica Bolivariana De Venezuela 4143,Ver en mapa,CABA,-34.617799,-58.423411,Republica Bolivariana De Venezuela 4145,,,,,✅,✅,✅,"Relevamiento, Destinos, Entes dependientes",Instituciones diocesanas propias,U5,
PROP_0586,NUESTRA SEÑORA DE LOS MILAGROS DE CAACUPE,"Cruz, Osvaldo S/N",Ver en mapa,CABA,,,,,,,,✅,,✅,"Destinos, Entes dependientes",Parroquia y anexos,Sin relevar,
PROP_0587,Colegio Parroquial Nuestra Señora de la Misericordia,Fonrouge 2869,Ver en mapa,CABA,-34.664253,-58.483692,,,,,,✅,,,Destinos,Escuela,Sin relevar,
PROP_0588,Propiedad dependiente de Misión Católica de Migraciones,Laprida 930,Ver en mapa,CABA,-34.597614,-58.409265,,,,,,✅,✅,,"Relevamiento, Destinos",No AZB,U2,
PROP_0589,Monasterio Carmelitas Descalzas,Amenábar y Ushuaia,Ver en mapa,CABA,,,,,,,,✅,,,Destinos,Cedidos a terceros,Sin relevar,
PROP_0590,Capilla San Luis depende de Parroquia Nuestra Señora de las Mercedes.,Blandengues Esq. Monroe,Ver en mapa,CABA,,,,,,,,✅,,,Destinos,"Cedidos a terceros, Parroquia y anexos",Sin relevar,
PROP_0591,OBRAS MISIONALES PONTIFICIAS,Medrano Av. 735,Ver en mapa,CABA,-34.601566,-58.420667,Medrano Av. 737 | Medrano Av. 739,,,,,✅,✅,✅,"Relevamiento, Destinos, Entes dependientes",Cedidos a terceros,U5,
PROP_0592,Propiedad pertenciente a Parroquia Nuestra señra de las Victorias,Libertad 850,Ver en mapa,CABA,-34.598602,-58.384115,Libertad 870,,,,,✅,✅,,"Relevamiento, Destinos",Parroquia y anexos,U5,
PROP_0593,Propiedad dependiente de Parroquia Corpus Domini,Garcia De Cossio 5550,Ver en mapa,CABA,-34.640176,-58.508774,,,,,,✅,✅,,"Relevamiento, Destinos","Parroquia y anexos, a definir",U5,
PROP_0594,Capilla Nuestra Señora del Buen Consejo dependiente de la parroquia Natividad de María Santísima ,Santa Elena y Villarino,Ver en mapa,CABA,-34.65496,-58.381993,,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0595,No es del Arzobispado,Terrada 5435,Ver en mapa,CABA,-34.579737,-58.506298,,,,,,✅,,,Destinos,No AZB,Sin relevar,
PROP_0596,Parroquia Nuestra Señora del Carmen (Lugano). Villa 15,Villa 15 Barrio Gral Belgrano,Ver en mapa,CABA,,,,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0597,Propiedad dependiente de la Parroquia Imnaculada Virgen de Fátima,5656,Ver en mapa,CABA,,,,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0598,Parroquia La Consolata,"Alvarez, Donato, Tte. Gral. Av. 2060",Ver en mapa,CABA,-34.603675,-58.464615,,,,,,✅,✅,,"Relevamiento, Destinos",Parroquia y anexos,U5,
PROP_0599,Propiedad dependiente de la Parroquia San Juan Evangelista,Garibaldi 2032,Ver en mapa,CABA,-34.644297,-58.3608,,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0600,Parroquia Navidad del Señor,"Arenal, Concepcion 2545",Ver en mapa,CABA,-34.57567,-58.438783,,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0601,Colegio. INSTITUTO SAN ROMAN,Juramento 1380,Ver en mapa,CABA,-34.555956,-58.446397,,,,,,✅,,,Destinos,"Escuela, No AZB",Sin relevar,
PROP_0602,Propiedad dependiente de Cáritas Bs. As.,Conde 790,Ver en mapa,CABA,-34.577573,-58.450383,Conde 792,,,,,✅,,,Destinos,Cáritas,Sin relevar,
PROP_0603,Parroquia Nuestra Señora de Luján Porteño,Pergamino 940,Ver en mapa,CABA,-34.642434,-58.469626,Pergamino 946,,,,,✅,✅,,"Relevamiento, Destinos",Parroquia y anexos,U5,
PROP_0604,Parroquia Nuestra Señora del Rosario del Milagro,"Alvarez, Crisostomo y Montiel",Ver en mapa,CABA,-34.677286,-58.492317,,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0605,Parroquia Resurrección del Señor,"Newbery, Jorge Av. 3920",Ver en mapa,CABA,-34.587234,-58.450219,,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0606,Propiedad dependiente de la Parroquia San Alfonso,Bucarelli y Hamburgo,Ver en mapa,CABA,-34.584486,-58.480836,,,,,,✅,,,Destinos,"Parroquia y anexos, a definir",Sin relevar,
PROP_0607,Propiedad dependiente de Cáritas Bs. As.,Chacabuco 1345,Ver en mapa,CABA,-34.623969,-58.375567,,,,,,✅,✅,,"Relevamiento, Destinos",Cáritas,U9,
PROP_0608,Parroquia San Felipe Neri,"Andalgala y Rodo, Jose E.",Ver en mapa,CABA,-34.661548,-58.507706,,,,,,✅,✅,,"Relevamiento, Destinos",Parroquia y anexos,U5,
PROP_0609,Propiedad dependiente Parroquia San Francisco Javier?,Nicaragua 4835,Ver en mapa,CABA,-34.586372,-58.427417,Nicaragua 4849,,,,,✅,✅,,"Relevamiento, Destinos",Parroquia y anexos,U5,
PROP_0610,Propiedad dependiente de Cáritas Bs. As.,"Melo, Carlos F. 231",Ver en mapa,CABA,-34.640572,-58.364656,,,,,,✅,,,Destinos,Cáritas,Sin relevar,
PROP_0611,Propiedad dependiente de Cáritas Bs. As.,Azcuenaga 27,Ver en mapa,CABA,-34.609369,-58.400456,,,,,,✅,,,Destinos,Cáritas,Sin relevar,
PROP_0612,Propiedad perteneciente a la Parroquia San Juan María Vianney,"Rivas, Gral. 2363",Ver en mapa,CABA,-34.598824,-58.482568,"Rivas, Gral. 2365",,,,,✅,✅,,"Relevamiento, Destinos",Parroquia y anexos,U5,
PROP_0613,Propiedad pertenenciente a la Parroquia San Ramón Nonato,"Magariños Cervantes, A. 4910",Ver en mapa,CABA,-34.627716,-58.501971,,,,,,✅,✅,,"Relevamiento, Destinos",Parroquia y anexos,U5,
PROP_0614,Parroquia Santa Elena,3350,Ver en mapa,CABA,,,,,,,,✅,✅,,"Relevamiento, Destinos",Parroquia y anexos,U5,
PROP_0615,Parroquia Santa Margarita María de Alacoque,Deheza 4953,Ver en mapa,CABA,-34.552372,-58.497582,,,,,,✅,✅,,"Relevamiento, Destinos",Parroquia y anexos,U5,
PROP_0616,Parroquia Santísimo  Redentor,Juncal y Larrea,Ver en mapa,CABA,-34.592001,-58.399965,,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0617,Parroqua San Saturnino y San Judas Tadeo,Valencia 2087,Ver en mapa,CABA,-34.643975,-58.438329,,,,,,✅,✅,,"Relevamiento, Destinos",Parroquia y anexos,U5,
PROP_0618,Propiedad que pertenece a la Compañía del Divino Maestro,Peru 555,Ver en mapa,CABA,-34.61446,-58.374666,,,,,,✅,✅,,"Relevamiento, Destinos",Cedidos a terceros,U5,
PROP_0619,Propiedad dependiente de la Parroquia de la Inmaculada Concepción,"Irigoyen, Bernardo De 454",Ver en mapa,CABA,-34.613639,-58.380403,,,,,,✅,✅,,"Relevamiento, Destinos",Parroquia y anexos,U5,
PROP_0620,Propiedad dependiente de la Parroquia Nuestra Señora del Socorro,"Pellegrini, Carlos 1535",Ver en mapa,CABA,-34.590139,-58.381221,,,,,,✅,✅,,"Relevamiento, Destinos",Parroquia y anexos,U7,
PROP_0621,Propiedad dependiente de la Parroquia Santa Lucía de Barracas,Modelell; Brown; Alegria . Av. Montes De Ocs,Ver en mapa,CABA,,,,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0622,Propiedad dependiente de las Hermanas Nuestra Señora del Rosario,Herrera 370,Ver en mapa,CABA,-34.634521,-58.378802,Herrera 386,,,,,✅,✅,,"Relevamiento, Destinos",Cedidos a terceros,U5,
PROP_0623,Propiedad dependiente de la Colectividad Coreana Católica.,Saraza 1145,Ver en mapa,CABA,-34.63826,-58.433534,Saraza 1147 | Saraza 1149,,,,,✅,✅,,"Relevamiento, Destinos",Cedidos a terceros,U5,
PROP_0624,Propiedad dependiente de Caritas,3433,Ver en mapa,CABA,,,,,,,,✅,,,Destinos,Cáritas,Sin relevar,
PROP_0625,"Propiedad de la Liga de Madres de Familia, la adquiere el Arzobispado por no poseer personería",Tucuman 1889,Ver en mapa,CABA,-34.602006,-58.393814,,,,,,✅,✅,,"Relevamiento, Destinos",Instituciones diocesanas propias,U5,
PROP_0626,Propiedad dependiente de la Parroquia Buen Pastor,Colpayo 490,Ver en mapa,CABA,-34.614747,-58.442359,,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0627,Propiedad dependiente de la Parroquia San Bernardo,Gurruchaga 593,Ver en mapa,CABA,-34.596503,-58.440388,,,,,,✅,✅,,"Relevamiento, Destinos",Parroquia y anexos,U5,
PROP_0628,Propiedad dependiente del Seminario Metropolitano,Entre Rios Av. 284,Ver en mapa,CABA,-34.612466,-58.391672,Entre Rios Av. 294,,,,,✅,✅,,"Relevamiento, Destinos",Instituciones diocesanas propias,U5,
PROP_0629,Propiedad destinada al Seminario Metropolitano de Villa Devoto,Sarandi 307,Ver en mapa,CABA,-34.613095,-58.394765,Sarandi 315,,,,,✅,,,Destinos,Instituciones diocesanas propias,Sin relevar,
PROP_0630,Propiedad dependiente del Arzobispado,"Somellera , Lautaro S/N",Ver en mapa,CABA,,,,,,,,✅,,,Destinos,Instituciones diocesanas propias,Sin relevar,
PROP_0631,Propiedad dependiente del Arzobispado,"Somellera, Lautaro S/N",Ver en mapa,CABA,,,,,,,,✅,,,Destinos,Instituciones diocesanas propias,Sin relevar,
PROP_0632,Propiedad dependiente de la parroquia Tránsito de la Virgen,Aguero 250,Ver en mapa,CABA,-34.606825,-58.412582,Rivadavia Av. 234,,,,,✅,✅,,"Relevamiento, Destinos",Parroquia y anexos,U5,
PROP_0633,Averiguar,Sanchez De Bustamante 1674,Ver en mapa,CABA,-34.591619,-58.410058,Sanchez De Bustamante 1684,,,,,✅,✅,,"Relevamiento, Destinos",No AZB,U5,
PROP_0634,Averiguar,Billinghurst 1677,Ver en mapa,CABA,-34.591253,-58.410797,Billinghurst 1681,,,,,✅,✅,,"Relevamiento, Destinos",No AZB,U5,
PROP_0635,Averiguar,"Gomez, Valentin 3619",Ver en mapa,CABA,-34.604743,-58.416164,"Gomez, Valentin 3621",,,,,✅,,,Destinos,No AZB,Sin relevar,
PROP_0636,Averiguar,Donado 4080,Ver en mapa,CABA,-34.555011,-58.488697,,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0637,Averiguar,"Pacheco y Larralde, Crisologo Av.",Ver en mapa,CABA,-34.561759,-58.492883,,,,,,✅,✅,,"Relevamiento, Destinos",a definir,U5,
PROP_0638,Averiguar,Zado y Nuñez,Ver en mapa,CABA,-34.569467,-58.505272,,,,,,✅,✅,,"Relevamiento, Destinos",a definir,U5,
PROP_0639,NO TENEMOS CARPETA,24 De Noviembre 305,Ver en mapa,CABA,-34.614157,-58.411354,,,,,,✅,,,Destinos,a definir,Sin relevar,
PROP_0640,VENDIDA,"Beiro, Francisco Av. 5526",Ver en mapa,CABA,-34.616044,-58.52764,,,,,,✅,,,Destinos,No AZB,Sin relevar,
PROP_0641,Averiguar,Loyola 1092,Ver en mapa,CABA,-34.591691,-58.439593,,,,,,✅,,,Destinos,a definir,Sin relevar,
PROP_0642,Averiguar,"Porcel De Peralta, Manuel 1041",Ver en mapa,CABA,-34.625359,-58.525036,"Porcel De Peralta, Manuel 1043",,,,,✅,✅,,"Relevamiento, Destinos",a definir,U5,
PROP_0643,Propiedad dependiente de  Los Operarios Diocesanos. Religiosos. ,"Cubas, Jose 2",Ver en mapa,CABA,,,,,,,,✅,,,Destinos,Cedidos a terceros,Sin relevar,
PROP_0644,Propiedad dependiente del Seminario Metropolitano,"Cubas, Jose 3543",Ver en mapa,CABA,-34.593804,-58.508662,,,,,,✅,✅,,"Relevamiento, Destinos",Instituciones diocesanas propias,U5,
PROP_0645,Propiedad dependiente del Seminario Metropolitano ,Moreno 1793,Ver en mapa,CABA,-34.6126,-58.391556,,,,,,✅,,,Destinos,Instituciones diocesanas propias,Sin relevar,
PROP_0646,Propiedad dependiente de la Parroquia Nuestra Señora de Fatima (Flores),"Acosta, Mariano y Janer, Ana Maria",Ver en mapa,CABA,-34.659592,-58.449762,,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0647,Averiguar,Mendoza 2277,Ver en mapa,CABA,-34.560277,-58.45621,Mendoza 2279 | Mendoza 2281 | Mendoza 2285 | Mendoza 2287,,,,,✅,✅,,"Relevamiento, Destinos",No AZB,U6,
PROP_0648,Averiguar,"Diaz, Cesar, Gral. 3120",Ver en mapa,CABA,-34.615965,-58.481839,,,,,,✅,✅,,"Relevamiento, Destinos",No AZB,U5,
PROP_0649,Averiguar,"Uriburu Jose E., Pres. 532",Ver en mapa,CABA,-34.602864,-58.398472,,,,,,✅,,,Destinos,No AZB,Sin relevar,
PROP_0650,Averiguar,Soler 5671,Ver en mapa,CABA,-34.580309,-58.43322,,,,,,✅,,,Destinos,No AZB,Sin relevar,
PROP_0651,Casa Parroquial San Bernardo,Gurruchaga 171,Ver en mapa,CABA,-34.600129,-58.445125,,,,,,✅,✅,,"Relevamiento, Destinos",Parroquia y anexos,U5,
PROP_0652,JUNTA CATEQUISTICA ARQUIDIOCESANA,Guatemala 5672,Ver en mapa,CABA,-34.579845,-58.432685,Guatemala 5674,,,,,✅,,✅,"Destinos, Entes dependientes",No AZB,Sin relevar,
